STC.PERSON.ID,STC.TERM,STUDENT.ACAD.CRED.ID,STC.CRED,STC.ACAD.LEVEL,STC.COURSE.LEVEL,STC.VERIFIED.GRADE,STC.SECTION.NO,STC.COURSE.SECTION,STC.STATUS,EffectiveDatetime
5087313,2019SP,3786747,2,CU,AAS,2,01,32182,N,2020-02-01T02:01:56Z
5070942,2019SP,3786753,3,CU,CAA,3,06,32037,N,2020-02-01T02:01:56Z
5010193,2019SP,3786763,3,CU,CAA,1,01,31633,N,2020-02-01T02:01:56Z
5010193,2019SP,3786764,3,CU,CAA,NULL,02,32077,X,2020-02-01T02:01:56Z
5010193,2019SP,3786765,3,CU,CAA,1,01,32065,N,2020-02-01T02:01:56Z
5010193,2019SP,3786766,3,CU,CAA,1,01,32076,N,2020-02-01T02:01:56Z
5074377,2019SP,3786768,3,CU,AAS,1,IN1,31631,N,2020-02-01T02:01:56Z
5074377,2019SP,3786769,3,CU,AAS,1,IN1,31675,N,2020-02-01T02:01:56Z
5012533,2019SP,3786795,3,CU,CAA,NULL,INA1,32040,X,2020-02-01T02:01:56Z
5012533,2019SP,3786796,3,CU,CAA,1,IN1,32068,N,2020-02-01T02:01:56Z
5012533,2019SP,3786799,1,CU,CAA,1,IN1,31794,N,2020-02-01T02:01:56Z
5072447,2019SP,3786836,3,CU,CAA,1,IN1,32009,N,2020-02-01T02:01:56Z
5017903,2018CE3,3786847,0,CE,CCE,33,60247,31660,N,2020-01-31T17:59:33Z
5047851,2019SP,3786871,3,CU,CAA,NULL,IN1,32064,X,2020-02-01T02:01:56Z
5074849,2019SP,3786950,3,CU,CAA,2,01,31803,N,2020-02-01T02:01:57Z
5074849,2019SP,3786951,3,CU,CAA,2,02,32033,N,2020-02-01T02:01:57Z
5074849,2019SP,3786952,4,CU,CAA,3,02,31807,N,2020-02-01T02:01:57Z
5074849,2019SP,3786953,3,CU,CAA,1,01,32081,N,2020-02-01T02:01:57Z
5074849,2019SP,3786954,3,CU,CAA,2,01,31990,N,2020-02-01T02:01:57Z
5010193,2019SP,3786970,3,CU,CAA,1,01,32081,N,2020-02-01T02:01:57Z
5038377,2019SP,3786980,3,CU,CAA,2,IN1,31634,N,2020-02-01T02:01:57Z
5038377,2019SP,3786981,3,CU,AAS,3,IN1,31630,N,2020-02-01T02:01:57Z
5038377,2019SP,3786982,3,CU,CAA,2,IN2,32310,N,2020-02-01T02:01:57Z
5038377,2019SP,3786983,3,CU,AAS,2,IN1,31632,N,2020-02-01T02:01:57Z
5055567,2019SP,3786989,3,CU,CAA,1,IN1,31629,N,2020-02-01T02:01:57Z
5055567,2019SP,3786991,3,CU,CAA,NULL,01,32076,X,2020-02-01T02:01:57Z
5055567,2019SP,3786992,4,CU,CAA,1,W1,32054,N,2020-02-01T02:01:57Z
5087313,2019SP,3786993,3,CU,CAA,2,01,31797,N,2020-02-01T02:01:57Z
5056593,2019SP,3787021,4,CU,CAA,2,01,31921,N,2020-02-01T02:01:57Z
5056593,2019SP,3787022,3,CU,CAA,2,IN1,31991,N,2020-02-01T02:01:57Z
5056593,2019SP,3787023,3,CU,CAA,2,INA1,32040,N,2020-02-01T02:01:57Z
5056593,2019SP,3787024,3,CU,CAA,1,02,32052,N,2020-02-01T02:01:57Z
5087313,2019SP,3787080,1,CU,AAS,2,60,32183,N,2020-02-01T02:01:57Z
5087313,2019SP,3787084,2,CU,AAS,1,01,32185,N,2020-02-01T02:01:57Z
5087313,2019SP,3787086,1,CU,AAS,1,60,32186,N,2020-02-01T02:01:57Z
5087313,2019SP,3787087,2,CU,AAS,1,01,32161,N,2020-02-01T02:01:57Z
5087313,2019SP,3787088,1,CU,AAS,1,N61,32163,N,2020-02-01T02:01:57Z
5023315,2019SP,3787109,1,CU,AAS,2,60,31971,N,2020-02-01T02:01:57Z
5054523,2019SP,3787110,1,CU,AAS,3,60,31971,N,2020-02-01T02:01:57Z
5061787,2019SP,3787112,1,CU,AAS,2,60,31971,N,2020-02-01T02:01:57Z
